id,name,streetaddress,latlng,postal,province,lic_status,citytown,lic_number,distance,tool_tip_id,lic_first_issue,lic_conditions,applicant_legal_name,app_streetaddress,app_streetaddress2,app_unitnumber,app_citytown,app_prov,app_postal,app_pci,phone,fax,website,email,primary_contact,management,lic_other_information,careservices,capacity,sprinklers_all,sprinklers_nsuites,sprinklers_locations,lic_conditions_details,documents,show_reports,revoked_w_notes,previously_known_as
6107de66c4c95,Trillium Retirement and Care Community,800 Edgar Street,"44.250394,-76.5520227",K7M 8S4,null,Issued,Kingston,N0269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Trillium Ridge Community"",""until"":""May 1, 2015""}]"
6107de60348a0,Trinity Village Studios,2711 Kingsway Drive,"43.4311076,-80.4422701",N2C 2T2,null,Issued,Kitchener,T0008,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de669e527,Tudhope Retirement Inc.,127 Peter Street N.,"44.6128015,-79.4211285",L3V 4Z4,null,Issued,Orillia,N0260,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5f22556,Twin Lakes Village,1310 Murphy Road,"43.0030684,-82.365065",N7S 2Y6,null,Issued,Sarnia,S0146,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Twin Lakes Terrace Retirement Home"",""until"":""December 21, 2017""}]"
6107de59893e8,Tillsonburg Retirement Residence,183 Rolph Street N.,"42.864215,-80.7363988",N4G 3Y9,null,Issued,Tillsonburg,S0347,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de64f23fa,Unitarian House of Ottawa,20 Cleary Avenue,"45.3822609,-75.7717161",K2A 3Z9,null,Issued,Ottawa,N0101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de60e5a47,V Care Retirement Home Inc,1 Darby Court,"43.818705,-79.2064972",M1B 5H3,null,Issued,Scarborough,T0543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de51dc393,V!VA Barrhaven Retirement Community,275 Tartan Drive,"45.261055,-75.766928",K2J 6A9,null,Issued,Nepean,N0417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de67b0da4,V!VA Mississauga Retirement Community,5575 Bonnie Street,"43.5595409,-79.7350363",L5M 0N8,null,Issued,Mississauga,T0026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5d3fb56,V!VA Oakville Retirement Community,1 Sixteen Mile Drive,"43.4812783,-79.7332452",L6M 1P3,null,Issued,Oakville,T0557,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5c286b6,V!VA Pickering Retirement Community,1880 Glengrove Road,"43.8401854,-79.0860955",L1V 1X2,null,Issued,Pickering,T0025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de65b33c6,V!VA Thornhill Woods Retirement Community,9700 Bathurst Street,"43.8550127,-79.4610774",L6A 4V2,null,Issued,Vaughan,T0256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5e04507,V!VA Whitby Shores Retirement Community,51 Whitby Shores Greenway,"43.8581243,-78.9439375",L1N 9R1,null,Issued,Whitby,T0556,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de60f25f0,Valley Garden Cornwall Retirement Centre,1320 Lisieux Street,"45.03169,-74.750487",K6J 4Z4,null,Issued,Cornwall,N0468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5c555e5,Timber Trails Retirement Residence,Unit #Box 780 - 167 St. Lawrence Street  E.,"44.5059771,-77.4681336",K0K 2K0,null,Issued,Madoc,N0448,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de55c3369,Thorncliffe Place Retirement Home,1 Thorncliffe Place,"45.3287889,-75.8149258",K2H 9N9,null,Issued,Ottawa,N0008,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de59dad16,Valley Stream Manor,2 Valley Stream Drive,"45.3327787,-75.8036837",K2H 0A5,null,Issued,Ottawa,N0400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de660f7bb,The Village of Wentworth Heights,1620 Upper Wentworth Street,"43.1983172,-79.8734337",L9B 2W3,null,Issued,Hamilton,S0410,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de60d1876,The Teddington,4 Teddington Park Avenue,"43.7332368,-79.4038457",M4N 2C3,null,Issued,Toronto,T0391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4f83883,The Villa Retirement Lodge,689 Yonge Street,"44.7430477,-79.8905549",L4R 2E1,null,Issued,Midland,N0123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de51f32cb,The Village at University Gates,250 Laurelwood Drive,"43.4767294,-80.5703181",N2J 0E2,null,Issued,Waterloo,T0581,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5670cc1,The Village of Arbour Trails,32 Bayberry Drive,"43.5320837,-80.215916",N1G 0A2,null,Issued,Guelph,T0285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de62829f8,The Village of Erin Meadows,2930 Erin Centre Blvd.,"43.553119,-79.721467",L5M 7M4,null,Issued,Mississauga,T0550,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de65d3fa1,The Village of Humber Heights,2245 Lawrence Avenue West W.,"43.6970955,-79.526899",M9P 3W3,null,Issued,Etobicoke,T0131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5b02231,The Village of Riverside Glen,60 Woodlawn Road E.,"43.5691495,-80.2735805",N1H 8M8,null,Issued,Guelph,T0130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4eb46e8,The Village of Tansley Woods,4100 Upper Middle Road,"43.3836621,-79.7995063",L7M 4W8,null,Issued,Burlington,S0227,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5e9af69,The Village of Taunton Mills,3800 Brock Street N.,"43.9131184,-78.9582557",L1R 3A5,null,Issued,Whitby,T0132,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de64a6a37,The Village of Winston Park,695 Block Line Road,"43.411584,-80.4962929",N2E 3K1,null,Issued,Kitchener,T0133,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5152592,The Windsor Retirement Residence,24 Park Crescent,"44.2222297,-76.6420691",K7N 0C3,null,Issued,Amherstview,N0462,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5355b33,The Village Seniors Community,101 - 10th Street,"44.1506406,-81.035268",N4N 1M9,null,Issued,Hanover,S0501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4c89e45,The Walford On The Park (Copper Cliff),38 Godfrey Drive,"46.4778803,-81.069415",P0M 1N0,null,Issued,Copper Cliff,N0172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6073f8e,The Walford Sudbury,99 Walford Road,"46.462826,-80.995965",P3E 6K3,null,Issued,Sudbury,N0498,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4fa9aea,The Walford Thunder Bay,20 Pine Street,"48.4401235,-89.2384784",P3A 5W4,null,Issued,Thunder Bay,N0497,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5acae93,The Walford Timmins,750 Tamarack Street,"48.4915193,-81.3253167",P4N 0A4,null,Issued,Timmins,N0170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6790b57,The Waterford Retirement Community - Ottawa,2431 Bank Street,"45.354662,-75.6485088",K1V 8R9,null,Issued,Ottawa,N0452,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de65c9db0,The Westhill,25 Westhill Drive,"43.4450446,-80.5692334",N2T 0B6,null,Issued,Waterloo,T0282,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de53d4ae1,The Westwood,2370 Carling Avenue,"45.3666138,-75.7778426",K2B 8G9,null,Issued,Ottawa,N0378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6505f21,The Williamsburg,1893 Appleby Line,"43.3927258,-79.7877762",L7L 0G5,null,Issued,Burlington,S0431,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de542355e,Valley Garden Retirement Centre,4152 County Road 34,"45.2630708,-74.6010568",K0C 1L0,null,Issued,Green Valley,N0183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de594ad16,Victoria House Retirement Home,190 Laclie Street,"44.6163844,-79.4180554",L3V 4N4,null,Issued,Orillia,N0467,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de61640c5,The Shoreview at Riverside,245 Drouillard Road,"42.3251616,-83.0026635",N8Y 2P4,null,Issued,Windsor,S0468,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de67c4f1c,Wiarton Retirement Residence,598 Gould Street,"44.7431875,-81.1429304",N0H 2T0,null,Issued,Wiarton,S0494,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5c407b0,Waterside Retirement Community,105 McNeely Avenue,"45.1489175,-76.1368967",K7C 0B6,null,Issued,Carleton Place,T0027,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5a3e25e,Waterside Retirement Lodge Inc.,239 Zoo Park Road,"44.5277767,-80.002397",L9Z 0A1,null,Issued,Wasaga Beach,N0122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de59bb9e2,Waverley Mansion,10 Grand Avenue,"42.971993,-81.2468066",N6C 1K9,null,Issued,London,S0451,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5d9ff42,Wawel Villa Seniors Residence,880 Clarkson Road S.,"43.5133361,-79.6214169",L5J 4N4,null,Issued,Mississauga,T0118,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5b9981c,West Shore Residence,293 Perry Street,"44.1069451,-78.9480706",L9L 1S6,null,Issued,Port Perry,T0024,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de686b988,Westmount Terrace I,723 Rymal Road W.,"43.2098724,-79.9264942",L9B 2W1,null,Issued,Hamilton,S0088,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6564c01,Westney Gardens,1010 Westney Road N.,"43.8763388,-79.0441126",L1T 4K6,null,Issued,Ajax,T0532,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de635307e,Weston Gardens Retirement Residence,303 Queens Drive,"43.7075127,-79.5022432",M6L 3C1,null,Issued,Toronto,T0288,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5edfb99,White Cliffe Terrace,1460 Highway #2,"43.9079933,-78.8066282",L1E 3C4,null,Issued,Courtice,T0060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de59c63fa,Wildpine Residence,10 Wildpine Court,"45.2650664,-75.9259298",K2S 1C6,null,Issued,Stittsville,N0506,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de688257c,Waterford Kingston Retirement Residence,471 Cataraqui Woods Drive,"44.2689845,-76.5581651",K7P 0E6,null,Issued,Kingston,N0470,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de67bc077,Wildwood Care Centre,100 Ann Street  PO BOX 2200,"43.2607058,-81.1546456",N4X 1A1,null,Issued,St. Marys,S0018,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5e19bc9,William Place,140 William Street N.,"44.3606323,-78.7388197",K9V 5R4,null,Issued,Lindsay,T0574,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6466927,Willoughby Manor Retirement Residence,3584 Bridgewater Street,"43.0613061,-79.0491971",L2G 6H1,null,Issued,Niagara Falls,S0348,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5a925da,Willowbend Retirement Community,1980 Trim Road,"45.4710775,-75.455228",K4A 4S7,null,Issued,Ottawa,N0537,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de625bcab,Windermere on the Mount,1486 Richmond Street,"43.0161864,-81.2685123",N6G 2M3,null,Issued,London,S0376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5de6c11,Windsor Park Manor,990 Hunt Club Road,"45.3481527,-75.6587838",K1V 8S8,null,Issued,Ottawa,N0401,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de54336f7,Woodhall Park Retirement Village,10250 Kennedy Road,"43.7202764,-79.7829298",L6Z 4N7,null,Issued,Brampton,T0022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5b33e16,Woods Park Care Centre,110 Lillian Crescent,"44.4026582,-79.716719",L4N 5H7,null,Issued,Barrie,N0010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5d38838,Yorkville Retirement Residence,211 York Road,"43.2759495,-79.9410429",L9H 1M9,null,Issued,Dundas,S0194,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de651ee4d,Waterford Retirement Community - Barrhaven,121 Marketplace Avenue,"45.2716779,-75.737824",K2J 6M6,null,Issued,Nepean,N0543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6673216,Waterford Barrie Retirement Residence,132 Edgehill Drive,"44.3852637,-79.7118122",L4N 1M1,null,Issued,Barrie,N0471,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6799a98,Victoria Manor (Woodstock),265 Victoria Street  N.,"43.1394781,-80.7561483",N4S 6W2,null,Issued,Woodstock,S0492,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5b3c235,Villa St. Luc,839 Rue Cartier   CP 70,"45.490564,-74.993461",K0B 1C0,null,Issued,Curran,N0422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4cca4d1,Victoria Place,290 Queen Street S.,"43.446816,-80.4928277",N2G 1W3,null,Issued,Kitchener,T0599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de622de7b,Victoria Retirement Living,100 University Avenue E.,"43.9655118,-78.1650569",K9A 1C8,null,Issued,Cobourg,T0123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de4fbb81c,Vila Nova Place,611 Dunbar Road,"43.3879319,-80.3375862",N3H 2T4,null,Issued,Cambridge,T0192,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de51e394a,Villa Da Vinci Retirement Residence,7371 Martin Grove Road,"43.7666215,-79.6066048",L4L 9E4,null,Issued,Woodbridge,T0525,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de69514ea,Villa de Rose,370 Hellems Avenue,"42.9844216,-79.2462603",L3B 0B5,null,Issued,Welland,S0473,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5f2588a,Villa Elmsmere villa,889 Elmsmere Road,"45.444805,-75.6031048",K1J 9L5,null,Issued,Gloucester,N0385,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5a623cf,Villa Italia Retirement Residence,530 Upper Paradise Road,"43.2310536,-79.9145348",L9C 7W2,null,Issued,Hamilton,S0010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5d436a9,Villa Karuna Home For Seniors,602 Brimley Road,"43.7416722,-79.250753",M1J 1B5,null,Issued,Scarborough,T0292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de515b8fe,Villa St. Albert,17 Genier Street,"45.2535023,-75.1189876",K0A 3C0,null,Issued,St. Albert,N0154,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5c8849c,Village Manor,57 John Street W.,"43.3353437,-79.8981088",L0R 2H0,null,Issued,Waterdown,S0490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de658388e,Waterdown Manor,335 Dundas Street E.,"43.335189,-79.8914125",L0R 2H0,null,Issued,Waterdown,T0184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de66b55ed,Village on the Ridge,9 Myrtle Street,"42.4352986,-81.8802622",N0P 2C0,null,Issued,Ridgetown,S0181,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5a27513,Village on the St. Clair,170 Front Street S.,"42.9683402,-82.4095429",N7T 2M5,null,Issued,Sarnia,S0127,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Residence on the St. Clair Retirement Home"",""until"":""December 21, 2017""}]"
6107de5679d42,Village on the Thames,850 Grand Avenue W.,"42.3938676,-82.2157509",N7L 5H5,null,Issued,Chatham,S0148,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Residence on the Thames Retirement Home"",""until"":""December 21, 2017""}]"
6107de61e7275,Villagia in the Glebe,480 Metcalfe Street,"45.4102661,-75.6869042",K1S 3N6,null,Issued,Ottawa,N0435,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de524a4b5,Vision Rest Home,229 Wellington Street,"42.968183,-82.403644",N7T 1G9,null,Issued,Sarnia,S0003,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de66e0e0f,Vistamere Retirement Residence,380 Sherin Drive,"43.4159608,-79.7056742",L6L 4J3,null,Issued,Oakville,T0236,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5f1f16d,Walden Circle Retirement Community,1907 Lakeshore Road W.,"43.5140152,-79.6273136",L5J 1J7,null,Issued,Mississauga,T0258,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5fa9ff7,Walford Hillside Park,11 Mississauga Avenue,"46.378213,-82.649063",P5A 1E1,null,Issued,Elliot Lake,N0495,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de617bf83,Wallaceburg Retirement Residence,70 Duke Street,"42.590932,-82.3737961",N8A 5E4,null,Issued,Wallaceburg,S0409,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Sydenham Retirement Residence"",""until"":""May 12, 2017""}]"
6107de671881c,Warrington Retirement Lodge,328 Warrington Road,"44.413214,-80.073621",L0M 1S0,null,Issued with conditions,Stayner,N0502,null,123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de509eaf7,The Sumach by Chartwell,146 Sumach Street,"43.6590869,-79.360328",M5A 0P7,null,Issued,Toronto,T0555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de634ed1f,The Russell Hill Retirement Residence,262 St. Clair Avenue W.,"43.6855273,-79.4084144",M4V 1R8,null,Issued,Toronto,T0171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de5d7242c,Seeley's Bay Retirement Residence,138 Main Street,"44.4771667,-76.2354979",K0H 2N0,null,Issued,Seeley's Bay,N0480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6225a7b,Summit Place,850 4th Street E.,"44.5587761,-80.9275526",N4K 6A3,null,Issued,Owen Sound,S0183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de665f508,St. Jacobs Place,10 Water Street,"43.5389731,-80.5515708",N0B 2N0,null,Issued,St. Jacobs,T0020,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de636640a,St. Lawrence Place,181 Ontario Street,"44.2284077,-76.4810883",K7L 5M1,null,Issued,Kingston,N0374,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de58612ff,St. Mary's Gardens,225 Fifth Avenue,"48.476749,-81.328918",P4N 0B2,null,Issued,Timmins,N0441,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de54599ca,Stirling Park Retirement Community,310 Titan Private,"45.3470765,-75.7305241",K2G 0B1,null,Issued,Ottawa,N0457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6474d4c,Stirling Towers Retirement Home,63 West Front Street,"44.2954968,-77.5496279",K0K 3E0,null,Issued,Stirling,N0501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Stirling Towers"",""until"":""March 21, 2019""}]"
6107de5fe8b09,Stittsville Villa,1354 Main Street,"45.2634743,-75.9277281",K2S 1V4,null,Issued,Stittsville,N0257,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de693658d,Stone Lodge,165 Cole Road,"43.5132483,-80.2394643",N1G 4N9,null,Issued,Guelph,T0572,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6229f6d,Stouffville Creek Retirement Residence,40 Freel Lane,"43.9720807,-79.2496081",L4A 8B9,null,Issued,Stouffville,T0062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de64e0d02,Sts. Peter and Paul Residence,221 Milner Avenue,"43.7881613,-79.2400488",M1S 4P4,null,Issued,Toronto,T0164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de575da8d,Sundial Lakeview Retirement Residence,600 Sundial Drive,"44.6389691,-79.4240921",L3V 6H3,null,Issued,Orillia,N0453,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de692a388,St. Elizabeth Retirement Residence,391 Rymal Road W.,"43.2061302,-79.9093775",L9B 1V2,null,Issued,Hamilton,S0464,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6847ed2,Sunrise of Burlington,5401 Lakeshore Road,"43.3688013,-79.7297343",L7L 6S5,null,Issued,Burlington,S0170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
6107de6868e65,Sunrise of Thornhill,484 Steeles Avenue W.,"43.7952269,-79.4374237",L4J 0C7,null,Issued,Thornhill,T0200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,"[{""name"":""Thorne Mill on Steeles"",""until"":""January 26, 2017""}]"
6107de65150b1,Sunrise Senior Living of Aurora,3 Golf Links Drive,"43.9902786,-79.4669607",L4G 7Y4,null,Issued,Aurora,T0199,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,[],null,null,[]
